upstream_package	upstream_symbol	local_symbols	relation	action	removable_loc	behavior_evidence	callsite_evidence	pin	confidence
client/transfer	DefaultBackoff	(no local equivalent; consumed by upstream engine)	no_match	retain upstream implementation	0	Syfon default is /private/tmp/syfon-audit-20260917/client/transfer/retry.go:30-35; no local backoff constant or helper changes that default.	The engine calls it for parallel parts at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:592-596; local tests use the same engine through internal/transfer/download.go:146.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPath' -count=1	high
client/transfer	NonRetryable	internal/transfer.resolvedSource.download	exact	keep/direct-import	0	Syfon wrapper is /private/tmp/syfon-audit-20260917/client/transfer/retry.go:49-58; local marks permanent HTTP errors non-retryable at internal/transfer/download.go:331-337, preserving retry/error behavior.	Upstream engine checks the marker at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:596-610,632-638; local error and retry tests are internal/transfer/download_test.go:286-336,338-393.	PASS go test ./internal/transfer -run 'Test(DownloadResolvedToPathReturnsHTTPErrorBeforeWritingBody|DownloadResolvedToPathRetriesTransientHTTPError)' -count=1	high
client/transfer	RetryAction	internal/transfer.DownloadResolvedToPath (transitive)	exact	keep/direct-import	0	Syfon executes retry attempts and unwraps NonRetryable at /private/tmp/syfon-audit-20260917/client/transfer/retry.go:60-86; local does not fork that loop and invokes the engine at internal/transfer/download.go:146.	The engine calls RetryAction for single and ranged transfers at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:213-355,596-647; local transient retry call site is tested in internal/transfer/download_test.go:338-393.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPathRetriesTransientHTTPError' -count=1	high
client/transfer/download	DownloadOptions	client.Client.downloadFile; internal/transfer.DownloadToPath; internal/transfer.DownloadResolvedToPath	exact	keep/direct-import	0	Syfon download options are /private/tmp/syfon-audit-20260917/client/transfer/download/transfer.go:11-16; local passes the same threshold, chunk, concurrency, and retry fields at client/client.go:157-161 and internal/transfer/download.go:94-103,239-243.	Public and Git-LFS callers are client/client.go:101-166, cmd/pull/main.go:229-255, and cmd/smudge/main.go:80-82.	PASS go test ./client -run 'Test(Pull|SafeRelativePath)' -count=1; PASS go test ./internal/transfer -run 'Test(DownloadResolvedToPath|AccessURLForHashScope|BulkAccessURLsForObjects|VerifyGlobusDownload)' -count=1	high
client/transfer/download	DownloadFile	(no local equivalent)	no_match	retain upstream entry point	0	Syfon convenience function is /private/tmp/syfon-audit-20260917/client/transfer/download/transfer.go:18-23; git-drs needs custom thresholds and access-policy metadata, so it uses the options form instead.	Repository production call sites use DownloadToPathWithOptions indirectly at internal/transfer/download.go:146; no DownloadFile call site exists.	PASS upstream entry point covered by transfer package tests; no local call site	medium
client/transfer/download	DownloadToPathWithOptions	internal/transfer.DownloadResolvedToPath	exact	keep/direct-import	0	Syfon forwards options to engine.Download at /private/tmp/syfon-audit-20260917/client/transfer/download/transfer.go:25-37; local calls that exact entry point at internal/transfer/download.go:146.	Callers are client/client.go:157-161 and cmd/pull/main.go:229-255 via the local DRS adapter; internal/transfer/download_test.go:213-393 exercises range, errors, retries, and refresh.	PASS go test ./internal/transfer -run 'Test(DownloadResolvedToPath|DownloadResolvedToPathRangeIgnoredRestartsDownload|DownloadResolvedToPathRetriesTransientHTTPError)' -count=1	high
client/transfer/engine	DownloadOptions	client.Client.downloadFile; internal/transfer.DownloadResolvedToPath	exact	keep/direct-import	0	Engine options include multipart threshold, chunk size, concurrency, retry, and ephemeral destination at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:20-26; local forwards the public fields at client/client.go:157-161 and internal/transfer/download.go:119-146.	The options are consumed by engine.Download through download/transfer.go:25-37; local public Pull retains destination and checksum policy at client/client.go:128-145.	PASS go test ./client -run 'Test(Pull|SafeRelativePath)' -count=1; PASS go test ./internal/transfer -run 'Test(DownloadResolvedToPath|DownloadResolvedToPathRangeIgnoredRestartsDownload|DownloadResolvedToPathRetriesTransientHTTPError)' -count=1	high
client/transfer/engine	Download	internal/transfer.DownloadResolvedToPath; internal/filter.SmudgeContent; cmd/pull.Cmd	local_policy_wrapper	keep Git/LFS policy; direct-import engine	0	Syfon engine handles stat, destination checkpoint, resume, size/SHA verification, single/parallel range reads, retry, and fallback at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:39-152,213-355,541-667; local invokes it at internal/transfer/download.go:134-154 but adds DRS access selection/refresh, Globus, cache cleanup, and Git verification.	Git orchestration remains cmd/pull/main.go:187-259,353-388,603-669; LFS smudge/cache semantics remain internal/filter/smudge.go:17-71; public non-Git Pull adds path and SHA checks at client/client.go:101-145.	PASS go test ./internal/transfer -run 'Test(DownloadResolvedToPath|DownloadResolvedToPathRangeIgnoredRestartsDownload|DownloadResolvedToPathRetriesTransientHTTPError)' -count=1	high
client/transfer/engine	OptimalChunkSize	(no local download equivalent; local download fixes 64 MiB)	no_match	exclude upload-only helper	0	Syfon helper is used for multipart upload sizing at /private/tmp/syfon-audit-20260917/client/transfer/engine/chunk.go:12-30; local download deliberately sets 64 MiB at internal/transfer/download.go:99-103,239-243.	No production local call site requests OptimalChunkSize; upload-specific use is outside this wave.	N/A download scope	medium
client/transfer/engine	CheckpointPath	(no local download equivalent; upload-only)	no_match	exclude upload-only helper	0	Syfon checkpoint path is explicitly for upload at /private/tmp/syfon-audit-20260917/client/transfer/engine/chunk.go:32-45; download resume state is a different persisted file at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:114-210.	Local download checkpoint behavior is transitive through internal/transfer/download.go:146 and is intentionally not replaced by the upload checkpoint format.	N/A download scope	medium
client/services	DataService	internal/remoteruntime.GitContext.Client (opaque Syfon client)	no_match	retain upstream backend	0	Syfon DataService owns the HTTP client, DRS service, and server URL at /private/tmp/syfon-audit-20260917/client/services/data_api.go:13-36; git-drs does not define a parallel service and constructs the opaque client at internal/remoteruntime/runtime.go:258-274.	Local transfer accesses the configured Syfon client through internal/transfer/download.go:49,135 and lets the upstream client own service construction.	PASS go test ./internal/transfer focused download tests	medium
client/services	NewDataService	internal/remoteruntime.localClient	local_policy_wrapper	retain upstream constructor	0	Syfon wires generated internal API, HTTP client, logger, and DRS service at /private/tmp/syfon-audit-20260917/client/services/data_api.go:21-36; local creates syclient.New at internal/remoteruntime/runtime.go:258-274 and does not reproduce that wiring.	The opaque client is consumed by internal/transfer/download.go:135 and by all command callers through the runtime; no local constructor can replace generated service wiring without changing auth/API behavior.	PASS go test ./client ./internal/transfer focused tests	medium
client/services	DataService.DownloadURL	internal/transfer.AccessURLForDRSURI; internal/transfer.planAccessURL	incompatible	retain DRS access policy; no replacement	0	Syfon DownloadURL invokes InternalDownloadWithResponse at /private/tmp/syfon-audit-20260917/client/services/data_api.go:72-88; local resolves DRS object access methods and IDs at internal/transfer/download.go:45-60 and internal/transfer/access.go:158-217, which is a different request path and policy contract.	Local callers are cmd/pull/main.go:172-205,229-255 and client/client.go:150-166; replacing this with InternalDownload would drop scope/access-method/Globus selection.	PASS go test ./internal/transfer -run 'Test(AccessURLForHashScope|BulkAccessURLsForObjects)' -count=1	high
client/services	DataService.Stat	internal/transfer.resolvedSource.Stat	local_policy_wrapper	keep DRS metadata adapter	0	Syfon Stat prefers DRS metadata and derives ranges/identity at /private/tmp/syfon-audit-20260917/client/services/data_stream.go:23-45; local supplies DRS-record size, provider, and canonical SHA identity at internal/transfer/download.go:292-298.	The local adapter is passed to the engine at internal/transfer/download.go:134-146; public verification remains client/client.go:177-199 and cmd/pull/main.go:353-370.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPath' -count=1	high
client/services	DataService.GetReader	internal/transfer.resolvedSource.GetReader	local_policy_wrapper	keep URL-refresh adapter; direct-import GenericDownload	0	Syfon resolves a signed URL then calls Download at /private/tmp/syfon-audit-20260917/client/services/data_stream.go:60-70; local performs the equivalent read through GenericDownload but adds access headers and expired-URL refresh at internal/transfer/download.go:301-343.	The reader is used through the ReadBackend passed at internal/transfer/download.go:146; production download callers are cmd/pull/main.go:229-255 and client/client.go:157-166.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPath' -count=1	high
client/services	DataService.GetRangeReader	internal/transfer.resolvedSource.GetRangeReader	local_policy_wrapper	keep range/status adapter; direct-import GenericDownload	0	Syfon computes an inclusive range and returns ErrRangeIgnored for HTTP 200 at /private/tmp/syfon-audit-20260917/client/services/data_stream.go:72-100; local does the same with URL refresh and permanent-status wrapping at internal/transfer/download.go:305-343.	The Syfon engine consumes this backend contract at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:604-647; local range fallback is tested at internal/transfer/download_test.go:213-284.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPathRangeIgnoredRestartsDownload' -count=1	high
client/services	DataService.ResolveDownloadURL	internal/transfer.AccessURLForDRSURI; internal/transfer.AccessURLForHashScope	incompatible	retain DRS URI/hash-scope resolution	0	Syfon resolves an internal download URL and ignores accessID at /private/tmp/syfon-audit-20260917/client/services/data_stream.go:143-152; local resolves DRS URIs, hash-scope records, access-method policy, and Globus readiness at internal/transfer/download.go:26-60 and internal/transfer/access.go:132-240.	Callers are cmd/pull/main.go:172-205,240-255, cmd/smudge/main.go:80-82, and client/client.go:150-166; this policy is Git/LFS-visible and cannot be deleted as a URL helper.	PASS go test ./internal/transfer -run 'Test(AccessURLForHashScope|BulkAccessURLsForObjects)' -count=1	high
client/services	DataService.Download	internal/transfer.resolvedSource.download	local_policy_wrapper	keep DRS adapter; direct-import GenericDownload	0	Syfon delegates to GenericDownload at /private/tmp/syfon-audit-20260917/client/services/data_stream.go:154-156; local delegates at internal/transfer/download.go:313-317 but adds headers, expiry refresh, status/error redaction, and range sentinel handling at :320-343.	Production call sites reach the local adapter via internal/transfer/download.go:146; direct probe policy is separately internal/transfer/push_runtime.go:298-315.	PASS go test ./internal/transfer -run 'Test(DownloadResolvedToPath|DownloadResolvedToPathRefreshesExpiredAccessURL)' -count=1	high
client/services	DataService.Logger	internal/transfer.resolvedSource.Logger	exact	keep/direct-import	0	Syfon returns its configured logger at /private/tmp/syfon-audit-20260917/client/services/data_stream.go:243-245; local uses a no-op logger satisfying the same backend interface at internal/transfer/download.go:288-290.	The logger is consumed by upstream RetryAction through the engine invoked at internal/transfer/download.go:146.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPathRetriesTransientHTTPError' -count=1	high
client/services	ErrObjectNotFound	(no local equivalent)	no_match	retain upstream error alias	0	Syfon exposes the deprecated alias at /private/tmp/syfon-audit-20260917/client/services/drs_service.go:11-12; local lookup and DRS errors use their own typed paths rather than this alias.	Local DRS resolution calls client.DRS().GetObject at internal/transfer/download.go:49 and lookup.ObjectsByHashForScope at :27; no production ErrObjectNotFound call site exists.	N/A no local equivalent	medium
client/services	DRSService	internal/remoteruntime.GitContext.Client.DRS() (opaque Syfon service)	no_match	retain upstream service	0	Syfon DRSService stores the generated client at /private/tmp/syfon-audit-20260917/client/services/drs_service.go:14-20; git-drs uses the service exposed by the opaque client and does not define a duplicate.	Production calls use internal/transfer/download.go:49, internal/transfer/access.go:213, and internal/transfer/push_runtime.go:93.	PASS go test ./internal/transfer focused tests	medium
client/services	NewDRSService	internal/remoteruntime.localClient (transitive)	no_match	retain upstream constructor	0	Syfon constructor only binds generated DRS API at /private/tmp/syfon-audit-20260917/client/services/drs_service.go:18-20; local delegates full client construction to syclient.New at internal/remoteruntime/runtime.go:258-274.	No local constructor calls NewDRSService directly; all DRS calls go through internal/remoteruntime.GitContext.Client at internal/transfer/download.go:49 and :367.	PASS go test ./internal/transfer focused tests	medium
client/services	DRSService.GetObject	internal/transfer.AccessURLForDRSURI; internal/transfer.AccessURLForHashScope	exact	keep/direct-import	0	Syfon maps generated DRS object responses and API errors at /private/tmp/syfon-audit-20260917/client/services/drs_service.go:22-31; local calls the upstream service at internal/transfer/download.go:49 and hash lookup at :27, preserving DRS object identity/size/access methods.	Callers are cmd/pull/main.go:157-162,240-255 and client/client.go:150-166; focused access-resolution tests cover scoped selection.	PASS go test ./internal/transfer -run 'Test(AccessURLForHashScope|BulkAccessURLsForObjects)' -count=1	high
client/services	DRSService.GetAccessURL	internal/transfer.accessURLForMethod; internal/transfer.resolvedSource.refreshAccessURL	exact	keep/direct-import	0	Syfon calls generated GetAccessURL and converts non-200 responses at /private/tmp/syfon-audit-20260917/client/services/drs_service.go:48-56; local uses it for initial policy resolution at internal/transfer/access.go:203-217 and expiry refresh at internal/transfer/download.go:357-376.	Production call sites are internal/transfer/access.go:213, internal/transfer/download.go:367, and push probe selection at internal/transfer/push_runtime.go:93.	PASS go test ./internal/transfer -run 'Test(AccessURLForHashScope|DownloadResolvedToPathRefreshesExpiredAccessURL)' -count=1	high
client/cloud	ObjectParameters	cmd/addurl.inspectRemoteObject (uses remote API; no local type)	no_match	retain upstream provider metadata type	0	Syfon parameters describe S3/GCS/Azure metadata inspection at /private/tmp/syfon-audit-20260917/client/cloud/inspect.go:24-34; git-drs does not locally inspect raw provider bytes during pull.	Add-url uses remote inspection response mapping at cmd/addurl/inspect.go:17-65 and carries Syfon ObjectInfo into cmd/addurl/local_state.go:241-277; no ObjectParameters construction exists.	N/A metadata-only provider type	medium
client/cloud	ObjectInfo	cmd/addurl.local_state.printResolvedInfo; cmd/addurl.inspectRemoteObject	exact	keep/direct-import	0	Syfon ObjectInfo is metadata-only at /private/tmp/syfon-audit-20260917/client/cloud/inspect.go:36-45; local consumes the same type for add-url presentation at cmd/addurl/local_state.go:241-277 and remote response mapping at cmd/addurl/inspect.go:49-65.	These are add-url provider metadata call sites, not payload transfer; pull callers remain cmd/pull/main.go:229-255.	PASS existing cmd/addurl mapping tests not rerun in sandbox	medium
client/cloud	InspectObject	cmd/addurl.inspectRemoteObject	no_match	retain remote inspection contract	0	Syfon InspectObject opens provider buckets and reads attributes at /private/tmp/syfon-audit-20260917/client/cloud/inspect.go:60-99; local calls a server-side InternalInspectObject endpoint and maps its response at cmd/addurl/inspect.go:17-65, so there is no equivalent local byte downloader.	Production call sites are cmd/addurl/run.go:126-162 and cmd/addurl/local_state.go:241-277; replacing the endpoint would change provider credentials and remote inspection behavior.	N/A not a download path	medium
client/common	ProgressEvent	cmd/pull.progressContextForPointer	exact	keep/direct-import	0	Syfon progress event fields are /private/tmp/syfon-audit-20260917/client/common/progress.go:5-13; local forwards download events unchanged at cmd/pull/main.go:379-387.	The callback is consumed by the upstream engine at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:357-432 and set by cmd/pull/main.go:380-381.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPath' -count=1	high
client/common	ProgressCallback	cmd/pull.progressContextForPointer	exact	keep/direct-import	0	Syfon callback type is /private/tmp/syfon-audit-20260917/client/common/progress.go:15; local supplies a compatible closure at cmd/pull/main.go:381-387.	WithProgress stores it at /private/tmp/syfon-audit-20260917/client/common/progress.go:24-32 and engine invokes it through the download ledger; local pull is the production caller.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPath' -count=1	high
client/common	WithProgress	cmd/pull.progressContextForPointer	exact	keep/direct-import	0	Syfon context setter is /private/tmp/syfon-audit-20260917/client/common/progress.go:24-26; local calls it directly at cmd/pull/main.go:380-387.	Pull creates the context before all cache downloads at cmd/pull/main.go:224-255; engine reads it at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:232,574.	PASS go test ./client -run 'Test(Pull|SafeRelativePath)' -count=1; PASS go test ./internal/transfer -run 'Test(DownloadResolvedToPath)' -count=1	high
client/common	GetProgress	(no local equivalent; consumed by upstream engine)	no_match	retain upstream context reader	0	Syfon reads callbacks at /private/tmp/syfon-audit-20260917/client/common/progress.go:28-33; local does not duplicate the reader.	The engine consumes it at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:232,574 after cmd/pull sets it at :381.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPath' -count=1	high
client/common	WithOid	cmd/pull.progressContextForPointer	exact	keep/direct-import	0	Syfon OID context setter is /private/tmp/syfon-audit-20260917/client/common/progress.go:35-37; local sets the Git pointer name at cmd/pull/main.go:379-381.	The engine and progress ledger read the value at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:232,574; no persisted format changes.	PASS go test ./client -run 'Test(Pull|SafeRelativePath)' -count=1	high
client/common	GetOid	(no local equivalent; consumed by upstream engine)	no_match	retain upstream context reader	0	Syfon reads the OID at /private/tmp/syfon-audit-20260917/client/common/progress.go:39-44; local does not duplicate it.	The engine reads it from the context at /private/tmp/syfon-audit-20260917/client/transfer/engine/downloader.go:232,574 after cmd/pull sets it at cmd/pull/main.go:379-381.	PASS go test ./internal/transfer -run 'TestDownloadResolvedToPath' -count=1	high
