upstream_package	upstream_symbol	local_symbols	relation	action	removable_loc	behavior_evidence	callsite_evidence	pin	confidence
client.(*Client).Buckets	Buckets	gc.Client.Buckets(); manual bucket-list HTTP in remoteruntime and cmd/remote/add	syfon_superset	replace only bodyless bucket-list HTTP with syclient.New(...).Buckets().List; preserve local scope selection and defer credential-write blocks until payload contract is reconciled	59	upstream client/client.go:224 plus services/buckets_service.go:20-29 provide typed /data/buckets with apierror handling; local manual GETs at remoteruntime/bucket_lookup.go:20-38 and cmd/remote/add/bucket_lookup.go:88-140 duplicate path/auth/decode, while cmd/bucket payload writes omit generated required organization/project fields (bucket.gen.go:64-79) and are not safe to replace	cmd/ping/main.go:264-274 already uses Buckets().List; remoteruntime/runtime_test.go:298-302 and cmd/remote/add/add_test.go:55-60,local_test.go:29-60 pin path/auth; manual write callers cmd/bucket/main.go:134-141,214-218,290-360 remain out of candidate	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client.(*Client).Metrics	Metrics	-	no_match	keep upstream accessor; no local metrics client	0	upstream client/client.go:225 exposes MetricsService; no git-drs production caller or local equivalent exists	no production Metrics call found	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client.(*Client).LFS	LFS	-	no_match	keep upstream accessor; local LFS code uses Git/LFS storage policy	0	upstream client/client.go:226 exposes LFSService; local LFS package owns pointer/cache semantics and no production call uses Client.LFS	internal/lfs production package; no Client.LFS call found	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client.(*Client).LFSAPI	LFSAPI	-	no_match	keep upstream generated accessor; no local call	0	upstream client/client.go:229 returns generated lfs client; local LFS operations are internal/lfs and no production LFSAPI call exists	internal/lfs/*.go; no LFSAPI production call found	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client.(*Client).InternalAPI	InternalAPI	gc.Client.InternalAPI() across lookup/delete/copy flows	exact	keep direct generated API use	0	upstream client/client.go:230 returns internal generated client; local callers invoke generated bulk hashes/create/delete/inspect methods without a duplicate transport	internal/lookup/lookup.go:36-96; internal/transfer/push.go:365-378; cmd/delete/main.go:120-135; cmd/addurl/inspect.go:44-54	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client.(*Client).BucketAPI	BucketAPI	-	no_match	keep accessor; typed bucket service is the safer replacement surface for reads	0	upstream client/client.go:231 exposes generated bucket client, but local read callsites use Buckets().List and manual writes use a legacy payload missing generated required fields	cmd/ping/main.go:270; cmd/bucket/main.go:39-50,290-360	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client.(*Client).MetricsAPI	MetricsAPI	-	no_match	keep generated accessor; no local metrics API call	0	upstream client/client.go:232 exposes generated metrics client; no git-drs production caller uses it	no production MetricsAPI call found	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client.(*Client).DRSAPI	DRSAPI	drsCtx.Client.DRSAPI()	local_policy_wrapper	keep direct generated access for bulk access; do not replace Terra raw service-info output without a response-format pin	0	upstream client/client.go:233 returns generated DRS client; local transfer/access.go:31-38 uses typed bulk access, while cmd/ping/main.go:224-249 deliberately returns raw JSON/status from Terra /service-info, unlike generated parsing at apigen/drs/drs.gen.go:3923-3960	internal/transfer/access.go:24-39; cmd/ping/main.go:224-264; cmd/ping/main_test.go:36-90	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client.(*Client).Logger	Logger	drslog.GetLogger; client.Options.Logger	incompatible	keep local slog/file/git-config logger; no public substitution	0	upstream client/client.go:235-240 returns logs.Gen3Logger backed by request redaction; local drslog/logger.go:94-130 creates file/stderr slog and :205-245 reads drs.loglevel, so types and logging policy differ	client/client.go:72-81; drslog.NewLogger/GetLogger:94-149; no Client.Logger production call	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/config.ErrProfileNotFound	ErrProfileNotFound	-	no_match	keep upstream sentinel; no local equivalent	0	upstream client/config/config.go:19 declares the profile-load error; local callers wrap manager errors and no local sentinel matches it	remoteruntime/runtime.go:171-227; cmd/remote/add/gen3.go:66-136; no direct ErrProfileNotFound call	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/config.Credential	Credential	remoteruntime.GitContext.Credential; syconf.Credential literals	exact	keep direct credential model and persisted fields	0	upstream client/config/config.go:32-42 defines profile/key/API/access-token/endpoint and bucket/project fields; local runtime/runtime.go:22-43 stores the same type and :252-256, :330-332 populates it	remoteruntime/runtime.go:144-160,163-227,252-272,277-332; remoteruntime/credentials.go:15-49	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/config.Manager	Manager	configure := syconf.NewConfigure(...)	exact	keep direct manager use	0	upstream client/config/config.go:44-52 is logger-backed; local creates it at runtime.go:145, credentials.go:23, remote/add/gen3.go:66, credentialhelper/main.go:74, bucket/main.go:229	those production callsites load/import/save/validate the upstream manager; no duplicate config manager exists	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/config.NewConfigure	NewConfigure	syconf.NewConfigure callsites	exact	keep direct constructor	0	upstream client/config/config.go:48-52 only installs the logger; local calls it at runtime.go:145, credentials.go:23, remote/add/gen3.go:66, credentialhelper/main.go:74, bucket/main.go:229	all listed production callsites use the upstream manager implementation	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/config.ManagerInterface	ManagerInterface	remoteruntime.gen3CredentialManager; syrequest.AuthTransport.Manager	local_policy_wrapper	keep narrowed local source-selector interface; do not replace it with the full upstream interface	0	upstream client/config/config.go:60-71 requires Import/Load/Save/EnsureExists/IsCredentialValid/IsTokenValid; local runtime.go:163-166 deliberately narrows to Import/Load for endpoint-authoritative policy, while request/auth.go:115-122 accepts the full interface	remoteruntime/runtime.go:163-227; remoteruntime/credentials.go:33-38 uses AuthTransport without a manager	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/config.(*Manager).Load	Load	configure.Load callsites	exact	keep upstream profile loader; preserve ~/.gen3 format	0	upstream client/config/config.go:73-156 reads ~/.gen3/gen3_client_config.ini profiles and required credential fields; local delegates at runtime.go:174,183 and cmd/remote/add/gen3.go:91, remote/list.go:16	those callers preserve profile names and endpoint override policy around the upstream loader	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/config.(*Manager).Save	Save	configure.Save callsites	exact	keep upstream atomic credential persistence	0	upstream client/config/config.go:159-262 writes the INI atomically with restrictive permissions; local runtime.go:156, credentials.go:46 and cmd/bucket/main.go:256 delegate to it	refresh/save tests and runtime callsites rely on upstream persistence semantics; no replacement format is present	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/config.(*Manager).EnsureExists	EnsureExists	-	no_match	keep upstream helper; no production callsite	0	upstream client/config/config.go:264-287 creates ~/.gen3 and gen3_client_config.ini with 0700/0600; git-drs does not call it directly	no production EnsureExists call found	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/config.(*Manager).Import	Import	configure.Import callsites	exact	keep upstream JSON/fence-token import	0	upstream client/config/config.go:289-344 accepts credential JSON or fence token and maps key_id/api_key; local runtime.go:199 and remote/add/gen3.go:77, bucket/main.go:234 delegate directly	callers add source/file/CLI policy around the upstream importer; persisted format remains upstream-defined	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/config.(*Manager).IsTokenValid	IsTokenValid	manager.IsTokenValid in EnsureValidCredential	exact	keep direct validation primitive; retain local refresh policy	0	upstream client/config/validate.go:10-57 parses JWT claims without signature verification and checks exp/iat; local credentials.go:23-30 calls it for access token and API key	internal/remoteruntime/credentials.go:13-49; runtime.go:150-158 wraps it with refresh/save behavior	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/config.(*Manager).IsCredentialValid	IsCredentialValid	EnsureValidCredential	local_policy_wrapper	keep local refresh-aware policy wrapper; do not substitute the non-refreshing validator	0	upstream client/config/validate.go:59-76 returns false when access token is invalid but API key is valid; local credentials.go:24-41 validates each token then refreshes through AuthTransport and saves it	internal/remoteruntime/credentials.go:13-49; runtime.go:150-158	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/request.AuthMode	AuthMode	AuthTransport.Mode	exact	keep upstream auth-mode type	0	upstream client/request/auth.go:17-23 defines basic/bearer modes; local credentials.go:33-37 constructs AuthTransport with AuthModeBearer and relies on the same mode semantics	internal/remoteruntime/credentials.go:33-38	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/request.AuthModeBasic	AuthModeBasic	-	no_match	keep upstream basic mode; local basic callers use syclient.WithBasicAuth rather than request constants	0	upstream client/request/auth.go:19-21 selects basic mode; no git-drs production code names AuthModeBasic	client/client.go:63-65; remoteruntime/runtime.go:258-260 use public client option instead	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/request.AuthModeBearer	AuthModeBearer	AuthTransport.Mode = syrequest.AuthModeBearer	exact	keep direct refresh transport use	0	upstream client/request/auth.go:19-22 defines bearer mode and auth.go:42-113 refreshes bearer credentials; local credentials.go:33-39 sets the same mode before NewAccessToken	internal/remoteruntime/credentials.go:33-42	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/request.SkipAuthHeader	SkipAuthHeader	-	no_match	keep upstream marker; no local direct use	0	upstream client/request/auth.go:19-23 reserves X-Skip-Auth and auth.go:124-129 removes it; no git-drs production request sets this marker	internal/transfer/download.go:267-281 only applies signed access headers; no SkipAuth call	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/request.SkipAuth	SkipAuth	-	no_match	keep upstream helper; no local direct use	0	upstream client/request/auth.go:36-40 sets SkipAuthHeader; local manual external requests do not use it and server API calls use service clients	internal/resolver/resolver.go:82-101; internal/globusauth/auth.go:426-441 are provider-specific and not Syfon server calls	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/request.AuthTransport	AuthTransport	AuthTransport in EnsureValidCredential	local_policy_wrapper	keep direct upstream transport; local wrapper controls refresh timing and persistence	0	upstream client/request/auth.go:115-185 clones requests, applies explicit/basic/bearer auth, and serializes refresh; local credentials.go:33-41 sets Base/Cred/Mode then adds local saveRefreshedCredential	internal/remoteruntime/credentials.go:15-49	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/request.(*AuthTransport).NewAccessToken	NewAccessToken	transport.NewAccessToken	local_policy_wrapper	keep direct refresh operation; preserve local error wrapping and save warning	0	upstream client/request/auth.go:42-113 POSTs API key to /user/credentials/api/access_token, limits error body to 4096, updates credential, and atomically saves when Manager exists; local credentials.go:38-49 calls it with nil Manager then persists through Manager.Save	internal/remoteruntime/credentials.go:23-49; runtime.go:150-158	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/request.(*AuthTransport).RoundTrip	RoundTrip	-	no_match	keep as Syfon transport implementation; no local duplicate	0	upstream client/request/auth.go:152-163 clones requests and applies auth before Base.RoundTrip; local only reaches it through syclient.New and does not implement a competing RoundTripper	client.New:67-70; remoteruntime/runtime.go:258-260,308-310	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/request.Client	Client	request.Client	no_match	keep upstream internal transport client	0	upstream client/request/transport.go:23-32 owns standard/retry clients and HTTPDoer; local stores *syclient.Client and never constructs request.Client directly	remoteruntime/runtime.go:22-43; client/client.go:67-81	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/request.HTTPDoer	HTTPDoer	request.HTTPDoer embedded in accessURLRequestor	exact	keep structural interface for signed access URLs	0	upstream client/request/transport.go:30-32 is the Do interface; local download.go:246-281 embeds it while adding access-URL headers and preserving external signed URL policy	internal/transfer/download.go:246-315	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/request.NewClient	NewClient	-	no_match	keep upstream constructor behind syclient.New	0	upstream client/request/transport.go:143-229 configures transport timeouts retries auth refresh and redacted logging; local reaches it through upstream client.NewClient at client/client.go:111-147	client/client.go:67-70; no direct request.NewClient production call	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/request.(*Client).Do	Do	-	no_match	keep upstream retry/auth behavior; no local duplicate	0	upstream client/request/transport.go:231-254 clones requests adds default headers and retries only bodyless GET/HEAD/OPTIONS; local server calls use Syfon services and signed URL flows add their own headers	internal/transfer/download.go:267-315; internal/transfer/push_runtime.go:290-315	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/request.(*Client).StandardClient	StandardClient	-	no_match	keep upstream standard-client accessor behind syclient.Client.HTTPClient	0	upstream client/request/transport.go:256-258 returns auth-wrapped standard client; local push_runtime.go:290-291 reaches the public client accessor, not a duplicate request.Client method	internal/transfer/push_runtime.go:288-315	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/request.(*Client).Logger	Logger	drslog.GetLogger; client.Options.Logger	incompatible	keep local logger policy and upstream redacted retry logger separately	0	upstream client/request/transport.go:260-262 returns Gen3Logger and transport.go:34-141 redacts URL query/password data; local drslog/logger.go:94-130 owns file/stderr setup but has no equivalent request logger type	client/client.go:72-81; drslog/logger.go:94-149; no direct request.Client.Logger call	upstream@4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
