upstream_package	upstream_symbol	local_symbols	relation	action	removable_loc	behavior_evidence	callsite_evidence	pin	confidence
client/services	IndexService.Get	no production/test callsite	no_match	retain upstream API; no local deletion candidate	0	upstream GETs /data/{did} and requires JSON200 at /private/tmp/syfon-audit-20260917/client/services/index_service.go:45-54	git-drs production/tests rg found no Client.Index().Get callsite; local reads DRS objects through DRSService.GetObject at internal/transfer/download.go:49	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.Create	internal/transfer/push.go:371-381 uses incompatible InternalBulkCreate	incompatible	retain generated bulk create; no single-record substitution	0	upstream creates one internal record and requires JSON201 at /private/tmp/syfon-audit-20260917/client/services/index_service.go:56-65; local creates batches through InternalBulkCreate and expects records at internal/transfer/push.go:371-381	local metadata registration batches records and preserves push throughput at internal/transfer/push.go:364-381; no high-level bulk method exists	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.Update	no production/test callsite	no_match	retain upstream API; no local deletion candidate	0	upstream updates one DID and requires JSON200 at /private/tmp/syfon-audit-20260917/client/services/index_service.go:67-76	git-drs production/tests rg found no Client.Index().Update callsite; push uses bulk create at internal/transfer/push.go:371-381	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.Delete	cmd/delete/main.go:123-139 uses incompatible bulk delete by hash	incompatible	retain generated bulk hash delete; no single-DID substitution	0	upstream deletes one DID and accepts 200/204 at /private/tmp/syfon-audit-20260917/client/services/index_service.go:78-87; local sends InternalBulkDeleteHashes with a hash list and checks JSON200 at cmd/delete/main.go:123-139	local command contract is delete all DIDs matching an OID, not delete one DID; generated endpoint path/payload/status differ	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.DeleteByQuery	cmd/deleteproject/main.go:114-123; cmd/delete/main.go:123-139 is incompatible bulk hash delete	exact	keep deleteproject service call; do not replace hash-bulk endpoint	0	upstream maps query params and requires JSON200 at /private/tmp/syfon-audit-20260917/client/services/index_service.go:89-110	local deleteproject calls service at cmd/deleteproject/main.go:114-123; separate cmd/delete bulk hash path is incompatible at cmd/delete/main.go:123-139	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.RemoveControlledAccess	internal/transfer/delete_reconcile.go:95	exact	keep direct service use	0	upstream POSTs internal remove-controlled-access with resource and requires JSON200 at /private/tmp/syfon-audit-20260917/client/services/index_service.go:113-124	local reconciliation calls Client.Index().RemoveControlledAccess at internal/transfer/delete_reconcile.go:95; focused transfer tests include reconciliation path but network listener setup was sandbox-blocked	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.List	cmd/ping/main.go:210-215; cmd/deleteproject/main.go:57-61; cmd/copyrecords/api.go:73-103	exact	replace rawIndexAPI.List request/response plumbing with Client.Index().List while retaining copy-record conversion	29	upstream maps the same params, calls InternalListWithResponse, requires JSON200 at /private/tmp/syfon-audit-20260917/client/services/index_service.go:126-156; raw local implementation repeats parameter mapping/status conversion at cmd/copyrecords/api.go:73-103	service callsites already exist at cmd/ping/main.go:210-215 and cmd/deleteproject/main.go:57-61; raw duplicate is constructed at cmd/copyrecords/main.go:89,135; copyrecords focused tests had 4 green merge/copy tests	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.Upsert	no production/test callsite	no_match	retain upstream API; no local deletion candidate	0	upstream preserves existing record fields and creates/updates one record at /private/tmp/syfon-audit-20260917/client/services/index_service.go:158-232	git-drs production/tests rg found no Client.Index().Upsert callsite; local push uses metadata and bulk registration policy at internal/transfer/push.go:252-381	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.BulkDocuments (absent high-level method)	cmd/copyrecords/api.go:105-121	no_match	retain generated InternalBulkDocuments; high-level service has no bulk-document method	0	upstream IndexService exports only single-record methods through List at /private/tmp/syfon-audit-20260917/client/services/index_service.go:45-156; no BulkDocuments symbol exists	local copyrecords requires multi-DID response shape and conversion at cmd/copyrecords/api.go:105-121; generated accessor is constructed at cmd/copyrecords/main.go:89,135	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.BulkHashes (absent high-level method)	cmd/copyrecords/api.go:124-143; internal/lookup/lookup.go:90-110	no_match	retain generated InternalBulkHashes; high-level service has no bulk-hash method	0	upstream IndexService has no bulk hash method; its available hash filter is single List options at /private/tmp/syfon-audit-20260917/client/services/index_service.go:20-28,126-156	local copyrecords and lookup require grouped hash results and convert internal records at cmd/copyrecords/api.go:124-143 and internal/lookup/lookup.go:90-110	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.BulkCreate (absent high-level method)	cmd/copyrecords/api.go:146-159; internal/transfer/push.go:371-381	no_match	retain generated InternalBulkCreate; high-level service has no bulk-create method	0	upstream exposes only single Create at /private/tmp/syfon-audit-20260917/client/services/index_service.go:56-65; no bulk symbol exists	local copyrecords and push require batch payloads at cmd/copyrecords/api.go:146-159 and internal/transfer/push.go:371-381	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.BulkOverwrite (absent high-level method)	cmd/copyrecords/api.go:161-177	no_match	retain generated InternalBulkOverwrite; high-level service has no bulk-overwrite method	0	upstream IndexService has no bulk overwrite method; single Update is one DID at /private/tmp/syfon-audit-20260917/client/services/index_service.go:67-76	local copyrecords needs organization/project and batch overwrite counts at cmd/copyrecords/api.go:161-177; no equivalent service signature	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.BulkDeleteHashes (absent high-level method)	cmd/delete/main.go:123-139	no_match	retain generated InternalBulkDeleteHashes; high-level service has no bulk hash-delete method	0	upstream Delete deletes one DID at /private/tmp/syfon-audit-20260917/client/services/index_service.go:78-87 and DeleteByQuery uses query params at :89-110; no hash-bulk method exists	local delete contract requires all records matching an OID and JSON200 bulk response at cmd/delete/main.go:123-139	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	IndexService.BulkMissingSHA256 (absent high-level method)	internal/lookup/lookup.go:24-52	no_match	retain generated InternalBulkMissingSHA256; high-level service has no missing-checksum method	0	upstream IndexService exposes no missing-SHA256 operation at /private/tmp/syfon-audit-20260917/client/services/index_service.go:45-156	local lookup needs project-scoped missing values and 404 compatibility fallback at internal/lookup/lookup.go:24-52	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
