upstream_package	upstream_symbol	local_symbols	relation	action	removable_loc	behavior_evidence	callsite_evidence	pin	confidence
client/cloud	InspectObject	cmd/addurl/inspect.go:24-68 inspectRemoteObjectViaServer	incompatible	keep local server-backed adapter; do not replace	0	upstream client/cloud/inspect.go:60-99 opens cloud storage directly, supports S3/GCS/Azure through private parsers 101-264, and verifies metadata SHA256; local inspectRemoteObjectViaServer calls Syfon /data/inspect, only accepts s3, and relies on server credentials/authorization	cmd/addurl/inspect.go:24-54 sends InternalInspectObjectWithResponse to /data/inspect and maps its response at 56-67; replacing it changes network endpoint, auth, provider support, and error policy	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	B	none; internal/transfer/progress_render.go:201 uses an unexported 1024 literal	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:12-17 defines binary size constants; local formatting uses a private unit in a Git-specific renderer and does not expose equivalent constants	internal/transfer/progress_render.go:197-212 is the only similar local size logic and has different output semantics	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	KB	none; internal/transfer/progress_render.go:201-207 uses an unexported 1024 divisor	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:13-17 defines KB as 1024 B; local renderer has no reusable KB symbol and emits KiB with a space	internal/transfer/progress_render.go:197-212 is similar only numerically and is incompatible as a formatter	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	MB	none; internal/transfer/progress_render.go:205-210 derives MiB privately	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:15 defines MB as binary 1024 scaling; local renderer derives units privately and uses KiB/MiB labels	internal/transfer/progress_render.go:197-212; no local exported constant	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	GB	none; internal/transfer/push.go:686 and push_runtime.go:188 use 5*1024^3 policy literals	no_match	keep upstream; local multipart thresholds are policy settings, not a reusable GB constant	0	upstream client/common/common.go:16 defines GB; local threshold literals are Git transfer policy and changing them to a common export would obscure that policy	internal/transfer/push.go:683-694; internal/transfer/push_runtime.go:187-191	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	TB	none	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:17 defines TB; no matching local behavior or symbol found	no production call site or local equivalent found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	DataAccessTokenEndpoint	none	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:19 is the Syfon access-token path; no local credential request uses or duplicates this constant	no production call site or local equivalent found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	DataTimeout	cmd/bucket/main.go:37 defaultBucketAPITimeout	incompatible	keep local timeout policy	0	upstream client/common/common.go:20 is five minutes; local cmd/bucket timeout is 30 seconds at cmd/bucket/main.go:37 and 293-345, so importing it changes request timing	cmd/bucket/main.go:293-310,326-345 applies the 30-second timeout to bucket mutations	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	HeaderContentType	cmd/bucket/main.go:305,341 uses literal "Content-Type"	exact	replace/direct-import literal if desired; no line deletion	0	upstream client/common/common.go:21 is exactly "Content-Type"; the local request header key is the same observable string	cmd/bucket/main.go:301-307,333-343 sets this header on bucket API requests	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	MIMEApplicationJSON	cmd/bucket/main.go:305-306,341-342 uses literal "application/json"	exact	replace/direct-import literal if desired; no line deletion	0	upstream client/common/common.go:22 is exactly "application/json"; local Content-Type and Accept literals have identical request semantics	cmd/bucket/main.go:305-306 and 341-342	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	FileSizeLimit	internal/transfer/push.go:686; internal/transfer/push_runtime.go:188 (same numeric threshold, different policy)	incompatible	keep local multipart threshold policy	0	upstream client/common/common.go:23 names a 5*GB file-size limit; local literals are fallback multipart thresholds and do not reject files, so equal numbers do not imply equivalent behavior	call sites listed above only choose multipart upload strategy; no local file-size validation uses this contract	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	MaxRetryCount	none	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:24 defines five retries; no local reusable retry-count equivalent found	no production call site or local equivalent found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	MaxWaitTime	none	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:25 defines 300 seconds; no local reusable wait-time equivalent found	no production call site or local equivalent found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	MaxConcurrentUploads	none	no_match	keep upstream; no local reusable constant	0	upstream client/common/common.go:26 defines ten concurrent uploads; local transfer concurrency comes from Git tuning/configuration rather than this constant	internal/transfer/push.go:688-693 reads s.rt.Tuning.UploadConcurrency and defaults to 1, a different policy	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	OnProgressThreshold	none; local progress renderers have separate throttling	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:27 defines a 1 MB progress threshold; local progress renderers use Git-specific TTY/throttle logic and no same constant	internal/transfer/progress_push.go:119-135 consumes Git-specific upload progress events; no matching threshold constant found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	HealthzEndpoint	none	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:28 defines /healthz; local health calls use generated Syfon client methods rather than a duplicated endpoint constant	cmd/ping/main.go:64-95 uses client health APIs; no literal endpoint equivalent found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/common	IsCloudPresignedURL	cmd/addurl/input.go:76-90 looksLikeCloudURL	incompatible	keep local URL classification; do not replace	0	upstream client/common/common.go:31-65 detects AWS/GCS v4, legacy S3/GCS, and Azure SAS query signatures; local looksLikeCloudURL only checks supported schemes and nonempty host	cmd/addurl/input.go:66-90 uses scheme/host classification to select object-key parsing; replacing it changes accepted input and presigned detection semantics	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	FormatSize	internal/transfer/progress_render.go:197-212 FormatBinaryBytes	incompatible	keep local Git progress formatter; do not replace	0	upstream client/common/common.go:67-81 emits decimal values with B/KB/MB/GB/TB, no space, and 0.0B; local FormatBinaryBytes emits 0 B and KiB/MiB labels with a space	internal/transfer/progress_render.go:231-232 uses the local formatter for Git progress output	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	FileMetadata	internal/transfer/push_runtime.go:37,262,267,275,279	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:83-87 defines JSON metadata with authorizations, aliases, and metadata; local upload runtime directly consumes the upstream type	call sites listed above pass metadata through scoped upload URL resolution	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	ResponseBodyError	internal/transfer/download.go:332	no_match	keep upstream; no local duplicate	0	upstream client/common/common.go:89-104 handles nil responses, 4 KiB body previews, body-read errors, and status-only fallbacks; local download code directly calls it	internal/transfer/download.go:332-335 maps the returned error into the download retry/nonretry policy	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	ProgressEvent	cmd/pull/main.go:381; internal/transfer/push.go:753-766	no_match	keep upstream; no local duplicate	0	upstream client/common/progress.go:5-13 defines JSON event/OID/byte delta/message/level/attrs fields; local transfer event structs in internal/transfer/types.go:21-46 have different Git phases and payloads	call sites listed above receive upstream events and adapt them to Git progress reporters	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	ProgressCallback	cmd/pull/main.go:381; internal/transfer/push.go:753	no_match	keep upstream; no local duplicate	0	upstream client/common/progress.go:15 defines the error-returning callback contract; local code passes closures directly and has no equivalent named callback type	call sites listed above install callbacks in transfer contexts	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	WithProgress	cmd/pull/main.go:381; internal/transfer/push.go:753	no_match	keep upstream; no local duplicate	0	upstream client/common/progress.go:24-26 stores a ProgressCallback under a private context key; no local context helper duplicates it	call sites listed above attach progress callbacks before client transfer operations	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	GetProgress	internal/drslog/logger.go:123,191 (indirect through upstream handler); no local equivalent	no_match	keep upstream; no local duplicate	0	upstream client/common/progress.go:28-33 nil-safely retrieves the callback; local logging uses the upstream helper directly	upstream logs.ProgressHandler at client/logs/tee_logger.go:27-43 retrieves it while drslog wraps that handler at internal/drslog/logger.go:123,191	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	WithOid	cmd/pull/main.go:380; internal/transfer/push.go:752	no_match	keep upstream; no local duplicate	0	upstream client/common/progress.go:35-37 stores the active OID in context; no local helper duplicates the private key contract	call sites listed above attach OIDs before progress-aware operations	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/common	GetOid	internal/drslog/logger.go:123,191 (indirect through upstream handler); no local equivalent	no_match	keep upstream; no local duplicate	0	upstream client/common/progress.go:39-44 retrieves an OID or empty string; upstream ProgressHandler uses it when forwarding logs	client/logs/tee_logger.go:27-43; drslog installs that handler at internal/drslog/logger.go:123,191	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/hash	ChecksumType	cmd/delete/main.go:39; cmd/query/main.go:24,41; internal/lfs/inventory.go:614	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:12-17 defines the checksum type and String method; local code imports the upstream type rather than redefining it	call sites listed above validate/query checksum types and convert DRS checksums	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/hash	ChecksumType.String	cmd/delete/main.go:39; cmd/query/main.go:24	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:15-17 returns the underlying type string; local callers already use this method	call sites listed above compare CLI hash-type input with the upstream canonical value	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/hash	ChecksumTypeSHA1	none	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:19-27 defines sha1; no local constant or duplicate mapping found	no direct git-drs production call site found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/hash	ChecksumTypeSHA256	cmd/delete/main.go:39; cmd/query/main.go:24; cmd/query/main.go:41 uses NormalizeChecksumType	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:19-27 defines canonical sha256; local callers import it directly, while other transfer code uses policy-specific string comparisons	call sites listed above; internal/transfer/push.go:420 has a case-insensitive Git placeholder policy and is not a replacement candidate	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/hash	ChecksumTypeSHA512	none	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:19-27 defines sha512; no local constant or duplicate mapping found	no direct git-drs production call site found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/hash	ChecksumTypeMD5	none	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:19-27 defines md5; no local constant or duplicate mapping found	no direct git-drs production call site found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/hash	ChecksumTypeETag	none	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:19-27 defines etag; no local constant or duplicate mapping found	no direct git-drs production call site found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/hash	ChecksumTypeCRC32C	none	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:19-27 defines crc32c; no local constant or duplicate mapping found	no direct git-drs production call site found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/hash	ChecksumTypeTrunc512	none	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:19-27 defines trunc512; no local constant or duplicate mapping found	no direct git-drs production call site found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/hash	HashInfo	internalapi.HashInfo use in internal/drsobject/object.go:61 and cmd/copyrecords/api.go:14,23	incompatible	keep local/internal API hash map shape	0	upstream client/hash/hash.go:30-37 is a fixed JSON struct; local internalapi.HashInfo is a map used to preserve arbitrary checksum keys, so substituting the struct can change persisted metadata	internal/drsobject/object.go:61-82 and cmd/copyrecords/api.go:14-23,242-259 manipulate the map representation	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/hash	HashInfo.UnmarshalJSON	none; no local JSON unmarshaller	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:39-59 accepts both map and []drsapi.Checksum JSON and deterministically selects values via private helpers 61-155; no local parser has that behavior	no direct git-drs production call site found; internal map conversion is manual at internal/drsobject/object.go:61-82	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/hash	ConvertDrsChecksumsToHashInfo	internal/lfs/inventory.go:614; internal/transfer/push_runtime.go:132,174; cmd/addref/add-ref.go:257,306	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:83-90 normalizes checksum type aliases, ranks duplicate representations, and maps DRS arrays to fixed fields; local callers use it directly	call sites listed above convert server DRS checksums for inventory, upload runtime, and add-ref operations	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/hash	NormalizeChecksumType	cmd/query/main.go:41; upstream conversion callers	no_match	keep upstream; no local duplicate	0	upstream client/hash/hash.go:157-176 handles case, whitespace, and sha/sha-1/sha-256 aliases; no local function matches all aliases	cmd/query/main.go:39-42 and ConvertDrsChecksumsToHashInfo callers use the upstream normalizer	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/hash	NormalizeOid	internal/drsobject.NormalizeOid:26-27; internal/transfer/push.go:110,154,387,420,523; cmd/addurl/globus_recursive.go:276-282 normalizeSHA256	incompatible	keep Git OID policy; do not replace	0	upstream client/hash/hash.go:178-192 lowercases, strips sha256:, requires exactly 64 hex characters, and returns empty for invalid input; local drsobject.NormalizeOid only trims/removes a case-sensitive prefix and intentionally feeds Git-visible IDs/placeholders, while Globus normalizeSHA256 returns errors	call sites listed above include UUID derivation, placeholder handling, push deduplication, and persisted pointer workflows; strict upstream validation would alter Git-visible behavior	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/hash	NormalizeChecksum	internal/drsobject.NormalizeChecksum:20-24; internal/lookup/lookup.go:58,76; internal/transfer/download.go:32,194,203,231,443; cmd/pull/main.go:490; cmd/addref/add-ref.go:257,306	exact	replace/direct-import candidate only after preserving local NormalizeOid and persisted formats	0	upstream client/hash/hash.go:194-198 and local internal/drsobject/object.go:20-24 have identical trim-space, case-sensitive sha256-prefix removal, and final trim behavior	local callers listed above normalize DRS checksum fields; internal/drsobject.NormalizeOid:26-27 shares this helper, so deleting it before a compatibility-safe split would be incorrect	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/logs	ProgressHandler	internal/drslog/logger.go:123,191 wraps logs.NewProgressHandler	no_match	keep upstream; no local duplicate	0	upstream client/logs/tee_logger.go:12-14 is a slog handler adapter that forwards records and emits common.ProgressEvent callbacks; drslog supplies Git logger policy around it	internal/drslog/logger.go:123 and 191 install the upstream handler beneath Git-specific file/stderr setup	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/logs	NewProgressHandler	internal/drslog/logger.go:123,191	no_match	keep upstream; no local duplicate	0	upstream client/logs/tee_logger.go:16-21 nil-safely wraps a next handler; no local constructor duplicates callback forwarding setup	call sites listed above construct handlers for NewLogger and NewNoOpLogger	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/logs	ProgressHandler.Enabled	none (method used by slog through upstream handler)	no_match	keep upstream; no local duplicate	0	upstream client/logs/tee_logger.go:23-25 delegates level enablement to next; local drslog has no equivalent method	indirectly exercised whenever the slog logger built at internal/drslog/logger.go:123,191 emits records	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/logs	ProgressHandler.Handle	none (method used by slog through upstream handler)	no_match	keep upstream; no local duplicate	0	upstream client/logs/tee_logger.go:27-44 forwards the record, extracts attrs, and emits a log ProgressEvent with OID/message/level; no local adapter matches all behavior	indirectly exercised by transfer contexts installed at cmd/pull/main.go:380-381 and internal/transfer/push.go:752-753	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/logs	ProgressHandler.WithAttrs	none	no_match	keep upstream; no local duplicate	0	upstream client/logs/tee_logger.go:46-48 preserves handler composition while wrapping the next handler; no local equivalent found	indirectly invoked by slog.With on the handler/logger chain	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/logs	ProgressHandler.WithGroup	none	no_match	keep upstream; no local duplicate	0	upstream client/logs/tee_logger.go:50-52 preserves handler grouping while wrapping the next handler; no local equivalent found	indirectly invoked by slog.WithGroup on the handler/logger chain	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/logs	Gen3Logger	none; no local Gen3 logger type found	no_match	keep upstream; no local duplicate	0	upstream client/logs/tee_logger.go:54-56 embeds *slog.Logger for the Gen3 logging interface; no local type has this shape	no direct git-drs production call site found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/logs	NewGen3Logger	none; no direct local constructor	no_match	keep upstream; no local duplicate	0	upstream client/logs/tee_logger.go:58-63 defaults nil logger to stdout and returns Gen3Logger; no local constructor duplicates these semantics	no direct git-drs production call site found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/logs	Gen3Logger.Printf	none; no direct local method	no_match	keep upstream; no local duplicate	0	upstream client/logs/tee_logger.go:65-67 formats and emits an Info message; local drslog exposes slog-based logging and does not define this printf adapter	no direct git-drs production call site found	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
