upstream_package	upstream_symbol	local_symbols	relation	action	removable_loc	behavior_evidence	callsite_evidence	pin	confidence
client/transfer	ReadBackend.Stat	resolvedSource.Stat	exact	Direct-import already used	0	Interface declaration at client/transfer/types.go:37-42; local DRS metadata mapping at internal/transfer/download.go:292-310.	Called by upstream download orchestration through internal/transfer/download.go:119-166.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	ReadBackend.GetReader	resolvedSource.GetReader	exact	Direct-import already used	0	Interface declaration at client/transfer/types.go:37-42; local method at internal/transfer/download.go:312-327 obtains/refreshes access URLs and calls GenericDownload.	internal/transfer/download.go:238-341 is the sole local ReadBackend consumer path.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	ReadBackend.GetRangeReader	resolvedSource.GetRangeReader	exact	Direct-import already used	0	Interface declaration at client/transfer/types.go:37-42; local range and ErrRangeIgnored behavior at internal/transfer/download.go:312-341.	The range reader is consumed by upstream download engine via internal/transfer/download.go:119-166.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	MultipartPart	transfer.MultipartPart	exact	Direct-import already used by DataService and Syfon engine	0	Syfon defines PartNumber/ETag at client/transfer/types.go:44-47; DataService maps the same fields at client/services/data_multipart.go:177-190 and engine sorts/completes them at client/transfer/engine/uploader.go:368-385.	internal/transfer/push_runtime.go:25-30 supplies DataService as the MultipartBackend; no local part record is defined.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	MultipartBackend	DataService; scopedUploadURLBackend	exact	Direct-import already used; retain the wrapper only for Git scope policy	0	Syfon requires Logger, Upload, MultipartInit, MultipartPart, and MultipartComplete at client/transfer/types.go:49-55; DataService implements them at client/services/data_stream.go:234-245 and client/services/data_multipart.go:103-135, while the local wrapper embeds the backend at internal/transfer/push_runtime.go:32-39.	internal/transfer/push_runtime.go:25-30 returns DataService and internal/transfer/push_runtime.go:220-234 passes it to syupload.Upload.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	MultipartBackend.Logger	DataService.Logger	exact	Direct-import already used	0	Provider method satisfies the interface at client/services/data_stream.go:243-245; interface requirement is client/transfer/types.go:49-55.	DataService is selected by internal/transfer/push_runtime.go:25-30.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	MultipartBackend.Upload	DataService.Upload	exact	Direct-import already used; no local HTTP upload duplicate	0	DataService delegates to transfer.DoUpload at client/services/data_stream.go:234-237, which preserves file/PUT/GCS/Azure/presigned behavior at client/transfer/http.go:19-75.	GenericUploader invokes Backend.Upload at client/transfer/engine/uploader.go:186-205; local reaches it via internal/transfer/push_runtime.go:227-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	MultipartBackend.MultipartInit	DataService.MultipartInit	exact	Direct-import already used	0	DataService maps the legacy init to metadata-aware init at client/services/data_multipart.go:103-106; the backend contract is client/transfer/types.go:49-55.	GenericUploader chooses the metadata-aware optional method first at client/transfer/engine/uploader.go:266-275; DataService is selected at internal/transfer/push_runtime.go:25-30.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	MultipartBackend.MultipartPart	DataService.MultipartPart	exact	Direct-import already used	0	DataService obtains a presigned part URL and delegates sized upload at client/services/data_multipart.go:108-131; the generic part retry loop is client/transfer/engine/uploader.go:314-352.	The engine calls Backend.MultipartPart at client/transfer/engine/uploader.go:330; local supplies DataService at internal/transfer/push_runtime.go:220-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	MultipartBackend.MultipartComplete	DataService.MultipartComplete	exact	Direct-import already used	0	DataService converts generic parts to generated request parts at client/services/data_multipart.go:133-136 and completion request handling is at client/services/data_multipart.go:45-69.	GenericUploader completes through client/transfer/engine/uploader.go:388-405; local upload path is internal/transfer/push_runtime.go:227-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	NoOpLogger	resolvedSource.Logger	exact	Direct-import already used	0	Syfon's no-op implementation is client/transfer/types.go:57-61; local returns it at internal/transfer/download.go:288-290.	Used by the local read adapter passed to the upstream downloader at internal/transfer/download.go:119-166.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	NoOpLogger.Error	resolvedSource.Logger	exact	Direct-import already used	0	NoOpLogger.Error is client/transfer/types.go:60; local does not duplicate it.	The method is reached only through the upstream logger contract; local search found no alternate implementation.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	NoOpLogger.Printf	resolvedSource.Logger	exact	Direct-import already used	0	NoOpLogger.Printf is client/transfer/types.go:61; local does not duplicate it.	The method is reached only through the upstream logger contract; local search found no alternate implementation.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	DoUpload	DataService.Upload; DataService.UploadPart	exact	Direct-import already used through the DataService provider	0	Syfon handles local/file URLs, PUT versus GCS media POST, Azure blob header, presigned auth skipping, length, ETag, and response errors at client/transfer/http.go:19-75; DataService delegates at client/services/data_stream.go:234-241.	GenericUploader calls the backend methods at client/transfer/engine/uploader.go:186-205 and :325-352; local supplies DataService at internal/transfer/push_runtime.go:220-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	GenericDownload	resolvedSource.GetReader; resolvedSource.GetRangeReader	exact	Direct-import already used; keep DRS access refresh wrapper	0	Syfon performs signed/local GET and Range handling at client/transfer/http.go:78-153; local invokes it at internal/transfer/download.go:316-341 and adds DRS URL refresh/fallback.	Production callers enter internal/transfer/download.go:106-166 and client/client.go:150-166; no local download HTTP duplicate was found.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	RetryStrategy; ExponentialBackoff; DefaultBackoff; NonRetryable; RetryAction	none (transitive via syupload.Upload)	no_match	No local retry implementation; retain Syfon retry/error behavior	0	Syfon defines the strategy/backoff/non-retry marker/action at client/transfer/retry.go:11-86; uploader uses DefaultBackoff and RetryAction for single and multipart uploads at client/transfer/engine/uploader.go:179-206 and :325-352.	Local production search found no RetryAction/DefaultBackoff implementation; the only upload caller is internal/transfer/push_runtime.go:227-234 through syupload.Upload.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	RetryStrategy.WaitTime	none (transitive via syupload.Upload)	no_match	No local retry strategy implementation; retain Syfon strategy contract	0	RetryStrategy declares WaitTime at client/transfer/retry.go:11-14 and RetryAction invokes it at :61-71.	No local production WaitTime implementation was found; upload enters Syfon at internal/transfer/push_runtime.go:227-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer	ExponentialBackoff.WaitTime	none (transitive via syupload.Upload)	no_match	No local retry strategy implementation; retain Syfon exponential backoff	0	ExponentialBackoff.WaitTime is client/transfer/retry.go:16-28 and DefaultBackoff constructs it at :30-35.	No local exponential backoff or wait loop was found; the engine calls DefaultBackoff via internal/transfer/push_runtime.go:227-234 transitively.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/upload	MetadataClient	batchSyncSession; ensureMetadataRegistered	incompatible	Keep local batch/placeholder/scoped registration; do not replace with single-file MetadataClient	0	Syfon MetadataClient is GetObject/RegisterObjects/UpdateObjectAccessMethods at client/transfer/upload/orchestrator.go:22-26 and RegisterFile uses single-object registration at :135-217; local performs placeholder preservation, scope matching, reuse, and batches InternalBulkCreate at internal/transfer/push.go:251-412.	Production push enters internal/transfer/push.go:65-105 from cmd/push/main.go:102-103; no callsite uses syupload.RegisterFile.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/upload	MetadataClient.GetObject	rt.API.Client.DRS()/InternalAPI lookups	incompatible	Keep local generated-API lookup and Git scope policy	0	Upstream uses MetadataClient.GetObject during RegisterFile at client/transfer/upload/orchestrator.go:135-141; local lookup/reuse logic is internal/transfer/push.go:132-230 and :303-349.	cmd/push/main.go:102-103 reaches BatchSyncForPushWithSummary, which never calls RegisterFile.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/upload	MetadataClient.RegisterObjects	InternalBulkCreateWithResponse	incompatible	Keep local 500-record bulk registration and response-to-OID mapping	0	Upstream RegisterFile uses MetadataClient.RegisterObjects for one request at client/transfer/upload/orchestrator.go:135-217; local uses InternalBulkCreateWithResponse batches and maps returned hashes at internal/transfer/push.go:364-395.	The sole production callsite is internal/transfer/push.go:371-373 under cmd/push/main.go:102-103.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/upload	MetadataClient.UpdateObjectAccessMethods	internal/transfer/push.go access-method record construction	incompatible	Keep local access-method and placeholder semantics	0	Upstream updates access methods after canonical URL registration at client/transfer/upload/orchestrator.go:147-217; local builds scoped records and intentionally preserves/replaces existing access methods at internal/transfer/push.go:264-349 and :500-586.	No production callsite invokes syupload.RegisterFile or UpdateObjectAccessMethods; push uses InternalBulkCreateWithResponse at internal/transfer/push.go:371-373.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/upload	Upload	uploadFileForObject	local_policy_wrapper	Keep the Git source/key/threshold/scope policy wrapper; byte transfer is already Syfon's engine	0	Syfon Upload only builds TransferRequest and delegates to GenericUploader at client/transfer/upload/orchestrator.go:28-37; local stats the source, derives Git storage key, chooses configured threshold, and wraps scope before calling it at internal/transfer/push_runtime.go:173-236.	Batch execution calls uploadFileForObject from internal/transfer/push.go:699-727; cmd/push/main.go:102-103 is the production entrypoint.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/upload	RegisterFile	BatchSyncForPushWithSummary; ensureMetadataRegistered	incompatible	Keep local batch registration/upload workflow; no safe single-file replacement	0	RegisterFile derives one filename, uses a 4.5 GB threshold, uploads/registers one DRS object, and canonicalizes its URL at client/transfer/upload/orchestrator.go:43-217; local handles reachable Git history, placeholders, reusable records, 500-record batches, and separate upload planning at client/transfer/push.go:65-105 and :251-412.	Only local BatchSyncForPushWithSummary is called by cmd/push/main.go:102-103; production search found no RegisterFile caller.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/upload	UploadBackend	DataService; scopedUploadURLBackend	exact	Direct-import already used; preserve scoped wrapper policy	0	Syfon requires MultipartBackend plus ResolveUploadURL and CanonicalObjectURL at client/transfer/upload/orchestrator.go:220-224; DataService supplies the backend methods and the local wrapper embeds MultipartBackend at internal/transfer/push_runtime.go:25-39.	uploadBackendForRuntime is used by uploadFileForObject at internal/transfer/push_runtime.go:220-234; no local alternative backend implementation exists.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/upload	UploadBackend.ResolveUploadURL	DataService.ResolveUploadURL; scopedUploadURLBackend.ResolveUploadURL	local_policy_wrapper	Keep the wrapper's fixed Git organization/project policy; let DataService own generic request construction	0	Upstream interface is client/transfer/upload/orchestrator.go:220-224; DataService validates metadata and builds the generated request at client/services/data_stream.go:158-177 and :185-231; local wrapper fixes scope and ignores caller metadata/bucket at internal/transfer/push_runtime.go:32-39 and :239-272.	GenericUploader's optional resolver assertion is client/transfer/engine/uploader.go:49-51 and :169-178; local wraps only when both scope fields are present at internal/transfer/push_runtime.go:224-228.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/upload	UploadBackend.CanonicalObjectURL	DataService.CanonicalObjectURL	exact	Direct-import provider method exists; local push does not need canonicalization	0	The interface requires canonicalization at client/transfer/upload/orchestrator.go:220-224; DataService handles file, GCS JSON, Azure, path-style, and fallback URL forms at client/services/storage_url.go:9-76.	Local upload path calls syupload.Upload only at internal/transfer/push_runtime.go:227-234; no production callsite invokes RegisterFile or CanonicalObjectURL.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/transfer/upload	resolvedUploadBackend.ResolveUploadURL	none	no_match	Internal fixed-URL adapter is upstream-only; no local duplicate	0	Syfon's resolvedUploadBackend returns the already selected URL at client/transfer/upload/orchestrator.go:226-233; local uses the scoped resolver instead at internal/transfer/push_runtime.go:32-39.	No local production symbol wraps a pre-resolved upload URL; local calls syupload.Upload from internal/transfer/push_runtime.go:227-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/transfer/engine	GenericUploader	syupload.Upload -> engine.GenericUploader	exact	Direct-import already used transitively; do not reimplement the engine	0	GenericUploader opens/stats, selects single versus multipart at client/transfer/engine/uploader.go:45-47 and :150-167, then performs retries/progress/checkpoints in :169-385; upload orchestrator delegates at client/transfer/upload/orchestrator.go:28-36.	Local uploadFileForObject reaches syupload.Upload at internal/transfer/push_runtime.go:227-234; production search found no local GenericUploader copy.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	GenericUploader.Upload	syupload.Upload	exact	Direct-import already used	0	GenericUploader.Upload delegates to UploadWithLocation at client/transfer/engine/uploader.go:123-126; local invokes the public upload orchestrator at internal/transfer/push_runtime.go:227-234.	cmd/push/main.go:102-103 reaches the local wrapper, and no direct local engine implementation exists.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	GenericUploader.AbortMultipart	none	no_match	No local abort path; retain Syfon checkpoint/session recovery API	0	Syfon aborts the checkpoint-selected upload through optional multipartAborter at client/transfer/engine/uploader.go:128-148; local production search found no abort invocation or duplicate.	Local upload stops at syupload.Upload in internal/transfer/push_runtime.go:227-234; no command exposes abort semantics.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/transfer/engine	GenericUploader.UploadWithLocation	none	no_match	No local completion-location consumer; retain for upstream RegisterFile/custom callers	0	Syfon returns completed multipart location at client/transfer/engine/uploader.go:150-167 and :388-416; local calls Upload, which intentionally discards location, at internal/transfer/push_runtime.go:227-234.	Production search found no local UploadWithLocation/RegisterFile caller; local registration writes metadata separately at internal/transfer/push.go:251-412.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/transfer/engine	OptimalChunkSize	no local duplicate (transitive via syupload.Upload)	no_match	Retain Syfon part-sizing policy	0	Piecewise 1 MB-to-1 GB sizing is client/transfer/engine/chunk.go:12-30; GenericUploader calls it at uploader.go:216-220.	Local search found no OptimalChunkSize or manual part-size loop; uploadFileForObject delegates at internal/transfer/push_runtime.go:227-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	CheckpointPath	no local duplicate (transitive via syupload.Upload)	no_match	Retain Syfon checkpoint location/format and resume identity	0	CheckpointPath hashes source|GUID under DATA_CLIENT_CACHE_DIR/syfon/multipart at client/transfer/engine/chunk.go:32-45; uploader persists routing fingerprint and part state at uploader.go:216-295 and :493-508.	Local search found no checkpoint writer/path; local invokes syupload.Upload at internal/transfer/push_runtime.go:227-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	uploadURLResolver (optional)	scopedUploadURLBackend.ResolveUploadURL; DataService.ResolveUploadURL	local_policy_wrapper	Keep fixed-scope wrapper; candidate generic mechanism is DataService.ResolveUploadURL	0	Optional interface is client/transfer/engine/uploader.go:49-51 and is consulted at :169-178; local wrapper implementation is internal/transfer/push_runtime.go:32-39 and :239-272, while DataService generic validation is client/services/data_stream.go:158-231.	The wrapper is installed at internal/transfer/push_runtime.go:224-228 and consumed by syupload.Upload at :227-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	multipartInitWithMetadataResolver	DataService.InitMultipartUploadWithMetadata	exact	Direct-import provider optional behavior already used	0	Optional metadata-aware init is client/transfer/engine/uploader.go:53-55 and chosen at :266-275; DataService maps one validated scope into generated Guid/Key/Organization/Project at client/services/data_multipart.go:71-100.	DataService is returned as the backend at internal/transfer/push_runtime.go:25-30 and passed through at :220-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	multipartLocationCompleter	DataService.MultipartCompleteWithLocation	exact	Direct-import provider optional behavior already used	0	Optional completion location interface is client/transfer/engine/uploader.go:57-59 and completion dispatch is :388-405; DataService implements it at client/services/data_multipart.go:177-190.	The backend is DataService from internal/transfer/push_runtime.go:25-30; local Upload discards returned location but does not duplicate completion.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	multipartCompletionReplaySafety	DataService.MultipartCompletionReplaySafe	exact	Direct-import provider optional behavior already used	0	The replay-safety contract is client/transfer/engine/uploader.go:61-63 and recovery checks it at :240-256; DataService returns true at client/services/data_multipart.go:172-175.	No local recovery/replay implementation exists; DataService is supplied via internal/transfer/push_runtime.go:25-30.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	multipartAborter	DataService.MultipartAbort	exact	Direct-import provider optional behavior exists; no local abort caller	0	Syfon's optional abort contract is client/transfer/engine/uploader.go:65-67 and :128-147; DataService sends POST /data/multipart/abort and requires 204 at client/services/data_multipart.go:138-170.	DataService is the upload backend at internal/transfer/push_runtime.go:25-30; local production search found no abort method/callsite.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	uploadRoutingFingerprint	none	no_match	Retain Syfon canonical scope fingerprint because it protects persisted checkpoint routing	0	Syfon trims/deduplicates/sorts authorization scopes and hashes canonical JSON at client/transfer/engine/uploader.go:72-114; checkpoint matching requires the fingerprint at :493-508.	Local passes scopedUploadMetadata to Syfon at internal/transfer/push_runtime.go:227-234 and has no local fingerprint/checkpoint implementation.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/transfer/engine	effectiveObjectKey	uploadKeyFromObject	incompatible	Keep Git storage-prefix/existing-access key policy; do not replace with GUID fallback	0	Syfon falls back from trimmed ObjectKey to GUID at client/transfer/engine/uploader.go:116-121; local derives existing s3 key or SHA256 with storage prefix at internal/transfer/push_runtime.go:104-133.	The derived key is passed into syupload.Upload at internal/transfer/push_runtime.go:207-234; it is Git/DRS identity policy, not generic engine logic.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/services	DataService	DataService returned by uploadBackendForRuntime	exact	Direct-import provider already supplies the upload backend	0	DataService owns generated API, HTTP client, server URL, and logger at client/services/data_api.go:13-37; its upload/multipart methods are in data_stream.go:158-245 and data_multipart.go:71-190.	internal/transfer/push_runtime.go:25-30 returns rt.API.Client.Data() and :220-234 passes it to Syfon upload.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/services	DataService.UploadBlank	none	no_match	No local blank-upload equivalent or callsite	0	Provider wrapper calls generated InternalUploadBlank and preserves API errors at client/services/data_api.go:39-48; no generic transfer engine calls it.	Production search found no UploadBlank reference in git-drs; push registration uses InternalBulkCreateWithResponse at internal/transfer/push.go:371-373.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	DataService.UploadURL	resolveScopedUploadURL:246-258	exact	Keep generated provider; replace only the duplicated caller block through the higher-level resolver candidate	13	Generated InternalUploadURL wrapper is client/services/data_api.go:50-58; local calls the same provider, sets organization/project/key, checks missing URL, and returns it at internal/transfer/push_runtime.go:239-258.	The direct block is reached by scopedUploadURLBackend from internal/transfer/push_runtime.go:224-228 and GenericUploader's resolver hook at client/transfer/engine/uploader.go:169-178.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	DataService.UploadBulk	none	no_match	No local bulk upload equivalent or callsite	0	Provider wrapper calls generated InternalUploadBulk and preserves API errors at client/services/data_api.go:61-70; generic byte uploads use presigned URLs instead.	Production search found no UploadBulk reference; local bulk operation is metadata registration at internal/transfer/push.go:364-395.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	DataService.ResolveUploadURL	resolveScopedUploadURL; scopedUploadURLBackend.ResolveUploadURL	local_policy_wrapper	Split fixed Git scope guard/fallback from request construction; then replace only the 13-line direct UploadURL block with this service method after request-capture verification	0	Upstream trims/deduplicates/validates metadata scopes and builds Key/Organization/Project before calling UploadURL at client/services/data_stream.go:158-231; local requires trimmed org/project, constructs the same fields directly, and preserves a backend fallback at internal/transfer/push_runtime.go:239-272.	Only upload URL resolution is via scopedUploadURLBackend at internal/transfer/push_runtime.go:224-228; the generic engine invokes it at client/transfer/engine/uploader.go:169-178. The candidate must preserve fallback and missing-URL errors.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	medium
client/services	uploadScopeFromMetadata	scopedUploadMetadata	local_policy_wrapper	Keep one-scope Git policy; rely on service validation for generic normalization	0	Upstream accepts empty metadata, trims entries, deduplicates sorted scopes, and rejects multiple unique scopes at client/services/data_stream.go:185-231; local returns empty or one trimmed org/project pair at internal/transfer/push_runtime.go:275-285.	Metadata reaches both single and multipart Syfon paths at internal/transfer/push_runtime.go:227-234; local wrapper is only installed when both fields are nonempty at :224-228.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/services	DataService.Upload	DataService.Upload; uploadBackendForRuntime	exact	Direct-import provider already delegates to Syfon DoUpload	0	DataService.Upload delegates to transfer.DoUpload at client/services/data_stream.go:234-237, preserving method/auth/provider behavior from client/transfer/http.go:19-75.	GenericUploader calls Backend.Upload at client/transfer/engine/uploader.go:186-205; local backend selection is internal/transfer/push_runtime.go:25-30 and :220-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/services	DataService.UploadPart	DataService.UploadPart	exact	Direct-import provider already delegates to Syfon DoUpload	0	DataService.UploadPart delegates to transfer.DoUpload and returns ETag at client/services/data_stream.go:239-241; multipart part URL/body sizing is client/services/data_multipart.go:108-131.	GenericUploader invokes MultipartPart at client/transfer/engine/uploader.go:314-352; local backend is DataService from internal/transfer/push_runtime.go:25-30.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/services	DataService.Logger	DataService.Logger	exact	Direct-import provider already satisfies TransferLogger	0	Provider returns its logger at client/services/data_stream.go:243-245; the backend requirement is client/transfer/types.go:49-55.	DataService is supplied by internal/transfer/push_runtime.go:25-30 to the generic engine.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/services	DataService.InitMultipartUploadWithMetadata	DataService.InitMultipartUploadWithMetadata	exact	Direct-import provider optional behavior already used	0	Provider validates upload scope then maps Guid/Key/Organization/Project and generated multipart init response at client/services/data_multipart.go:71-100; engine dispatch is client/transfer/engine/uploader.go:266-275.	Local passes the DataService backend through internal/transfer/push_runtime.go:220-234; no local init request duplicate exists.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/services	DataService.MultipartInit	DataService.MultipartInit	exact	Direct-import provider already used as legacy fallback	0	Provider delegates empty-metadata init at client/services/data_multipart.go:103-106; generic engine supports it at client/transfer/types.go:49-55 and uploader.go:271-275.	DataService is selected in internal/transfer/push_runtime.go:25-30; local does not call MultipartInit directly.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
client/services	DataService.MultipartPart	DataService.MultipartPart	exact	Direct-import provider already used	0	Provider requests a presigned part URL, preserves Size when available, and uploads/ETag-returns it at client/services/data_multipart.go:108-131.	Engine calls it with retries at client/transfer/engine/uploader.go:314-352; local backend selection is internal/transfer/push_runtime.go:220-234.	4612d42fc8353b9ea8be19253f0d1cd9b6736e83	high
