package	responsibility	disposition	replacement	production_loc	removable_loc	evidence	compatibility	verification	confidence
cmd/copyrecords	CLI copies metadata between configured Syfon remotes or local Git DRS metadata, paging source records, filtering LFS paths, merging conflicts, and bulk creating/overwriting records.	inline/merge	Keep local copy/reconcile/LFS logic; direct-import upstream client/services.IndexService.List for ordinary paging and continue using client.InternalAPI for bulk endpoints absent from the high-level service.	1412	31	local cmd/copyrecords/main.go:46-196,api.go:57-177,run.go:64-223,scan.go:47-282,merge.go:12-247,local_target.go:14-149; call sites local cmd/root.go:48,cmd/copyrecords/main.go:89,135; upstream client/services/index_service.go:20-156,client/client.go:205-209	No upstream copy-records command or high-level bulk hash/document/create/overwrite methods exists. The local @local sentinel, LFS reconstruction, checksum/DID reconciliation, overwrite retry, and CLI flags must remain; only the duplicated list adapter is a safe substitution.	green: focused assigned-package go test	 high
SYMBOL:cmd/copyrecords/rawIndexAPI.List	Raw list adapter rebuilds InternalListParams and decodes records exactly like the upstream IndexService.List.	replace/direct-import	client.Index().List(ctx,services.ListRecordsOptions), converting the response to local copyRecord where needed.	31	31	local cmd/copyrecords/api.go:73-103 and call site local cmd/copyrecords/scan.go:47-60; upstream client/services/index_service.go:126-156,client/client.go:198-205	The request options and cursor/page precedence match upstream, but response conversion into the local copyRecord shape remains necessary for merge logic.	green: focused assigned-package go test	 high
SYMBOL:cmd/copyrecords/rawIndexAPI.Bulk*	BulkDocuments/BulkHashes/BulkCreate/BulkOverwrite call generated internalapi endpoints and translate wire records/errors.	keep	No high-level upstream replacement; use client.Client.InternalAPI() (or add upstream service wrappers in a separate API change).	73	0	local cmd/copyrecords/api.go:105-177 and call sites local cmd/copyrecords/merge.go:38-60,run.go:136-155; upstream client/services/index_service.go:45-123,client/client.go:205-209	Upstream IndexService exposes Get/Create/Update/Delete/DeleteByQuery but no bulk document/hash/create/overwrite methods, so deleting this adapter would remove required copy semantics.	green: focused assigned-package go test	 high
SYMBOL:cmd/copyrecords/merge+local	Conflict merge, scope rewriting, local LFS inventory, and local DRS object writes are git-drs behavior with no upstream command equivalent.	keep	Retain cmd/copyrecords/merge.go:12-247,scan.go:72-282,local_target.go:14-149 and internal Git/LFS helpers.	760	0	local cmd/copyrecords/run.go:64-223,merge.go:12-247,scan.go:72-282,local_target.go:14-149; call sites local cmd/copyrecords/main.go:81-172; upstream client/services/index_service.go:158-232 has only single-record Upsert	The upstream Upsert does not model batch reconciliation, @local targets, controlled-access merge, or LFS-derived records; wholesale replacement is incompatible.	green: focused assigned-package go test	 high
cmd/credentialhelper	Hidden Git credential-helper bridge reads protocol input, matches the configured remote host, emits basic/token credentials, refreshes profiles, and synchronizes the LFS URL.	keep	Retain Git credential protocol and repo-local helper; optionally reuse upstream client/config.Manager for profile load/save and client/request.AuthTransport only for API clients.	174	0	local cmd/credentialhelper/main.go:20-105,114-174; call sites local git-drs.go:20-29 and internal/gitrepo/lfs_auth.go:64-113; upstream client/config/config.go:48-70,82-216,289-336 and client/request/auth.go:124-163	The !git drs credential-helper subprocess contract and repo-local token/basic-auth precedence are unique. Upstream config Manager matches profile persistence, while AuthTransport injects credentials into HTTP requests but does not implement Git's stdin/stdout protocol.	green: focused assigned-package go test	 high
cmd/delete	Hidden SHA-256 delete command resolves matching records, displays confirmation, then bulk-deletes matching hashes through generated internal API.	inline/merge	Retain CLI/scope preview; consider replacing deleteByHash with client.Index().DeleteByQuery using Organization/ProjectID/Hash/HashType, but verify whether the current bulk-hash endpoint intentionally deletes beyond scope.	184	25	local cmd/delete/main.go:29-139 and call sites local cmd/root.go:59,cmd/delete/main.go:62,113,123-139; upstream client/services/index_service.go:30-110 and client/services/drs_service.go:33-45,internal/transfer/delete_reconcile.go:88	Upstream DeleteByQuery provides typed hash/scope options and APIError handling, while current InternalBulkDeleteHashesWithResponse sends only hashes; changing it may narrow deletion scope. DRSService.DeleteObject is per-DID and cannot replace hash-wide deletion.	green: focused assigned-package go test	 high
cmd/deleteproject	CLI deletes all records for a project after interactive confirmation and uses remote Index.DeleteByQuery.	replace/direct-import	Adopt upstream cmd/deleteproject/main.go:11-46 and client.Buckets().DeleteProjectData (client/services/buckets_service.go:94-104).	168	160	local cmd/deleteproject/main.go:24-123 and call site local cmd/root.go:60; upstream cmd/deleteproject/main.go:11-44,client/services/buckets_service.go:94-104	CLI contract changes from hidden delete-project <project_id> plus --remote/--confirm to visible exact organization/project; upstream atomically reports record and project-bucket-scope removals. Preserve a compatibility alias/confirmation only if existing scripts require it.	green: focused assigned-package go test	 high
cmd/ping	CLI reports effective Git remote/auth/storage status, checks health, validates visible bucket and project access, and queries Terra service-info for read-only remotes.	inline/merge	Use client.Health().Ping, client.Index().List, client.Buckets().List, and client/access normalization for API calls; retain remote status rendering, Terra service-info, and ping [remote-name] compatibility unless intentionally adopting upstream cmd/ping.	309	8	local cmd/ping/main.go:37-101,105-221,224-309 and call sites local cmd/root.go:45,cmd/ping/main.go:42,210,270; upstream cmd/ping/main.go:10-27,client/services/health_service.go:15-44,client/services/index_service.go:126-156,client/services/buckets_service.go:20-28	Upstream ping only resolves a server URL and calls Health().Ping, dropping local remote metadata, scope access, bucket matching, and Terra service-info. Its command contract is ping with no positional remote; preserving git-drs output requires a merge rather than wholesale replacement.	green: focused assigned-package go test	 high
SYMBOL:cmd/ping/pingHealth	Health probing is wrapped with a Terra read-only service-info special case and the upstream health service for normal remotes.	replace/direct-import	Use client.Health().Ping for normal remotes; retain Terra service-info branch because upstream HealthService only checks /healthz.	8	8	local cmd/ping/main.go:37-43 and call site local cmd/ping/main.go:73-80; upstream cmd/ping/main.go:18-25,client/services/health_service.go:24-44	The normal path is a direct upstream match, but replacing the read-only Terra branch would remove service-info output and alter Terra compatibility.	green: focused assigned-package go test	 high
SYMBOL:cmd/ping/checkScopeAccess	Scope check combines client.Buckets().List/resource normalization with client.Index().List and local configured-bucket consistency checks.	keep	Retain local scope/access policy; reuse upstream client/access.ResourcePath/NormalizeAccessResource and service methods already exposed by Client.	41	0	local cmd/ping/main.go:181-221,269-309 and call sites local cmd/ping/main.go:82,199-210; upstream client/access/resources.go:9-23,97-167,client/services/buckets_service.go:20-28,client/services/index_service.go:126-156	No upstream command performs this three-way local/server scope validation; upstream APIs supply primitives only. The local map iteration is nondeterministic at lines 296-307, unlike sorted upstream bucket command output at upstream cmd/bucket/main.go:202-207.	green: focused assigned-package go test	 high
cmd/query	CLI queries one DRS object by ID or SHA-256 checksum within the configured remote scope and prints compact/pretty JSON.	keep	Retain Git remote selection and DRS-object rendering; use client.DRS().GetObject and, if suitable, client.Index().List for scoped hash queries, while preserving lookup.ObjectsByHashForScope for DRS conversion.	118	0	local cmd/query/main.go:22-110 and call sites local cmd/root.go:61,cmd/query/main.go:94,106; local internal/lookup/lookup.go:54-110,161-190; upstream client/services/drs_service.go:22-31,client/services/index_service.go:126-156,client/hash/hash.go:157-199	Upstream DRSService.GetObject matches the ID path, but no GetObjectsByChecksum high-level symbol exists despite local error text; IndexService.List returns internal records, so replacing lookup would risk DRS checksum/access/scope conversion and output changes.	green: focused assigned-package go test	 high
cmd/remote	Git-specific remote command group lists, sets, and removes typed remotes and persists the default in repository config.	keep	Retain internal/config typed remote model and git-repo persistence; upstream client.Config is per-server HTTP/auth configuration, not a replacement for repository remotes.	222	0	local cmd/remote/root.go:8-18,list.go:21-84,set.go:11-54,remove.go:12-63 and call site local cmd/root.go:50; local internal/config/config.go:147-196,508-678; upstream client/client.go:26-145 and client/config/config.go:32-70,82-216	The local CLI supports Gen3/local/Terra/generic providers, default remote repair, shared-policy protection, and Git config. Upstream config only stores Gen3 credential profiles and client.Config only builds one authenticated HTTP client.	green: focused assigned-package go test	 high
cmd/remote/add	Remote-add subcommands configure unified/Gen3/local/Terra remotes, resolve server-visible bucket scopes, persist Git LFS/auth settings, and expose a programmatic Gen3 setup API.	inline/merge	Retain repository remote/config/preset/LFS wiring; replace manual server bucket GETs with client.New plus client.Buckets().List and reuse client/access resource helpers; reuse client/config.Manager only where profile semantics match.	760	65	local cmd/remote/add/init.go:17-54,unified.go:22-156,gen3.go:19-144,local.go:15-62,terra.go:14-60,persist.go:11-79,bucket_lookup.go:16-147,api.go:5-31; call sites local cmd/remote/root.go:15-18,cmd/remote/add/init.go:37-52,cmd/remote/add/api.go:18; upstream client/client.go:77-145,client/services/buckets_service.go:20-28,client/access/resources.go:9-38,client/config/config.go:32-70	No upstream remote-add command persists Git remotes, presets, LFS URL/helper, checkout mode, or typed Terra/Gen3 adapters. Only API bucket lookup/auth/profile pieces overlap, and upstream client.Config does not model local repository remotes.	green: focused assigned-package go test	 high
SYMBOL:cmd/remote/add/resolveBucketScopeFromServer+LocalServer	Manual authenticated GET /data/buckets and JSON decode select a bucket by normalized org/project resource.	replace/direct-import	Use client.Buckets().List with client.WithBearerToken or WithBasicAuth, then retain local chooseVisibleBucket/ResolvedBucketScope logic.	59	59	local cmd/remote/add/bucket_lookup.go:16-147 and call sites local cmd/remote/add/local.go:35-40,gen3.go:122-128; upstream client/client.go:77-145,client/services/buckets_service.go:20-28,client/access/resources.go:9-38	Upstream service handles generated response/APIError and auth transport/retry; local preference/multiple-match errors and repository mapping remain necessary. Basic-auth and bearer client options differ from the current raw header/SetBasicAuth paths but preserve supported modes.	green: focused assigned-package go test	 high
SYMBOL:cmd/remote/add/persist+configureRepoRemote	Persistence writes typed git-drs remote config, Git LFS URL, credential helper, and checkout/smudge settings.	keep	No upstream replacement; retain local config.UpdateRemote and gitrepo.SetRemoteLFSURL/ConfigureCredentialHelperForRepo.	143	0	local cmd/remote/add/persist.go:11-79,unified.go:86-115 and call sites local cmd/remote/add/local.go:47-58,gen3.go:135-142; upstream client/client.go:26-58 only defines HTTP client Config	These repository and Git credential side effects are outside upstream client/config and cannot be removed without breaking clone/push/pull behavior.	green: focused assigned-package go test	 high
